Time,Main Contract,Sub-main Contract
3402,6326.81,6263.54
3403,6316.69,6158.77
3404,6302.79,6176.73
3405,6322.33,6259.11
3406,6319.17,6085.36
3407,6300.84,6092.91
3408,6327.93,6239.34
3409,6278.57,6109.05
3410,6288.62,6125.12
3411,6243.97,6081.63
3412,6250.84,6000.81
3413,6236.46,5943.35
3414,6236.46,6018.18
3415,6258.91,6046.11
3416,6280.19,6217.39
3417,6336.08,6126.99
3418,6392.47,6251.84
3419,6435.3,6267.98
3420,6397.33,6179.82
3421,6365.98,6098.61
3422,6384.44,6116.29
3423,6417.64,6160.93
3424,6412.51,6232.96
3425,6403.53,6173.0
3426,6402.89,6127.57
3427,6361.91,6234.67
3428,6305.29,6217.02
3429,6263.68,5956.76
3430,6208.56,6009.89
3431,6255.75,6143.15
3432,6306.42,6041.55
3433,6300.11,6004.0
3434,6353.03,6168.79
3435,6387.97,6145.23
3436,6412.88,6233.32
3437,6373.76,6080.57
3438,6324.68,6166.56
3439,6326.58,6016.58
3440,6270.27,6032.0
3441,6237.66,6069.24
3442,6207.72,6083.57
3443,6224.48,5956.83
3444,6200.83,6132.62
3445,6182.85,5991.18
3446,6177.9,6109.94
3447,6174.81,5952.52
3448,6231.62,5932.5
3449,6262.78,6181.36
3450,6277.81,6189.92
3451,6237.0,6112.26
3452,6283.15,6138.64
3453,6332.79,6199.8
3454,6284.66,6026.99
3455,6237.53,6044.17
3456,6273.08,6059.8
3457,6256.14,5962.1
3458,6255.51,6180.44
3459,6228.61,6110.27
3460,6245.43,6020.59
3461,6231.07,5956.9
3462,6285.9,6160.18
3463,6288.41,6219.24
3464,6226.78,6052.43
3465,6188.8,5984.57
3466,6151.67,5850.24
3467,6208.88,6103.33
3468,6200.81,6014.79
3469,6238.63,6088.9
3470,6203.69,6079.62
3471,6161.5,5958.17
3472,6152.87,5962.13
3473,6157.18,6089.45
3474,6107.92,6046.84
3475,6082.27,5984.95
3476,6029.35,5848.47
3477,5994.98,5749.19
3478,5982.99,5875.3
3479,5954.87,5883.41
3480,5976.31,5791.04
3481,6005.0,5914.93
3482,6036.83,5940.24
3483,6026.57,5954.25
3484,6053.69,5872.08
3485,6030.69,5885.95
3486,6049.39,5777.17
3487,6048.79,5964.11
3488,6031.85,5796.61
3489,6027.63,5858.86
3490,6072.84,5902.8
3491,6015.76,5720.99
3492,6041.03,5829.59
3493,6050.7,5796.57
3494,6066.43,5981.5
3495,6084.02,5974.51
3496,6035.96,5897.13
3497,6041.39,5751.4
3498,6045.01,5918.06
3499,6018.41,5843.88
3500,5988.92,5851.17
3501,6009.88,5949.78
3502,6047.14,5944.34
3503,6091.28,5939.0
3504,6066.91,5963.77
3505,6042.64,5758.64
3506,6085.54,5994.26
3507,6041.12,5896.13
3508,6056.83,5978.09
3509,6054.41,5909.1
3510,6099.21,5818.65
3511,6046.76,5968.15
3512,6099.37,6032.28
3513,6120.11,5930.39
3514,6066.25,5878.2
3515,6066.86,5915.19
3516,6112.97,5892.9
3517,6125.2,5923.07
3518,6070.69,5797.51
3519,6036.09,5909.33
3520,6062.65,5874.71
3521,6017.79,5897.43
3522,5970.25,5797.11
3523,5938.01,5742.06
3524,5992.64,5926.72
3525,6030.39,5825.36
3526,6041.85,5884.76
3527,6037.02,5813.65
3528,6058.75,5798.22
3529,6095.1,5906.15
3530,6070.11,5863.73
3531,6085.29,5835.79
3532,6065.82,5883.85
3533,6062.79,6002.16
3534,6024.59,5825.78
3535,6040.86,5889.84
3536,6055.36,5873.7
3537,5996.02,5786.16
3538,6039.79,5761.96
3539,6067.57,5921.95
3540,6020.85,5731.85
3541,6076.84,5845.92
3542,6053.14,5919.97
3543,5999.87,5723.88
3544,6016.07,5775.43
3545,6073.22,5878.88
3546,6096.91,5895.71
3547,6043.26,5801.53
3548,6014.86,5786.3
3549,5973.96,5866.43
3550,5939.31,5672.04
3551,5944.06,5878.68
3552,5923.26,5704.1
3553,5931.55,5812.92
3554,5987.9,5754.37
3555,6015.44,5792.87
3556,6040.7,5877.6
3557,6003.85,5739.68
3558,6036.27,5969.87
3559,6080.33,5849.28
3560,6083.37,6010.37
3561,6070.59,5785.27
3562,6011.1,5902.9
3563,6012.9,5946.76
3564,6006.29,5868.15
3565,5972.65,5763.61
3566,5969.07,5849.69
3567,5930.87,5859.7
3568,5919.01,5794.71
3569,5897.11,5649.43
3570,5876.47,5800.08
3571,5891.75,5661.97
3572,5852.86,5624.6
3573,5905.54,5692.94
3574,5916.76,5786.59
3575,5927.41,5767.37
3576,5881.18,5728.27
3577,5897.65,5685.33
3578,5927.14,5796.74
3579,5920.62,5849.57
3580,5963.84,5904.2
3581,5951.91,5856.68
3582,5968.58,5849.21
3583,5951.87,5761.41
3584,5948.89,5800.17
3585,5991.13,5769.46
3586,5994.13,5802.32
3587,6027.1,5828.21
3588,6083.75,5943.82
3589,6070.97,5791.71
3590,6108.0,5808.71
3591,6078.07,5859.26
3592,6112.71,6039.36
3593,6088.87,5900.12
3594,6134.54,5858.49
3595,6147.42,6067.5
3596,6094.55,5826.39
3597,6036.65,5927.99
3598,6001.64,5755.57
3599,5988.44,5916.58
3600,5972.87,5769.79
3601,6006.32,5748.05
3602,5982.29,5802.82
3603,5963.15,5849.85
3604,5925.58,5741.89
3605,5896.54,5837.57
3606,5847.6,5590.31
3607,5904.91,5786.81
3608,5918.49,5640.32
3609,5863.45,5669.96
3610,5828.86,5659.82
3611,5861.5,5621.18
3612,5809.92,5536.85
3613,5775.64,5498.41
3614,5794.7,5684.6
3615,5746.02,5642.59
3616,5767.85,5554.44
3617,5726.32,5651.88
3618,5779.0,5611.41
3619,5781.31,5567.4
3620,5788.25,5672.48
3621,5825.29,5679.66
3622,5871.89,5713.35
3623,5876.0,5793.74
3624,5907.14,5735.83
3625,5923.09,5786.86
3626,5887.55,5828.67
3627,5918.75,5646.49
3628,5951.3,5790.61
3629,5935.83,5864.6
3630,5969.66,5826.39
3631,5924.89,5670.12
3632,5942.07,5745.98
3633,5936.13,5858.96
3634,5974.71,5699.87
3635,6029.08,5781.89
3636,5998.93,5764.97
3637,5947.94,5775.45
3638,5900.95,5641.31
3639,5872.04,5731.11
3640,5882.61,5641.42
3641,5909.08,5690.44
3642,5903.76,5832.91
3643,5901.99,5642.3
3644,5958.65,5899.06
3645,5922.9,5650.45
3646,5884.99,5667.25
3647,5939.13,5749.08
3648,5931.41,5800.92
3649,5882.18,5688.07
3650,5931.59,5747.71
3651,5896.59,5814.04
3652,5881.85,5599.52
3653,5825.38,5621.49
3654,5826.55,5605.14
3655,5779.94,5693.24
3656,5802.48,5599.39
3657,5770.57,5533.98
3658,5735.37,5666.55
3659,5775.52,5602.25
3660,5743.75,5571.44
3661,5718.48,5626.98
3662,5745.36,5515.55
3663,5711.46,5471.58
3664,5694.9,5427.24
3665,5704.01,5544.3
3666,5750.21,5571.95
3667,5705.93,5466.28
3668,5749.3,5536.58
3669,5772.3,5633.76
3670,5751.52,5624.99
3671,5748.07,5477.91
3672,5730.25,5581.26
3673,5687.85,5437.58
3674,5653.15,5460.94
3675,5706.85,5478.58
3676,5672.04,5558.6
3677,5686.79,5419.51
3678,5742.52,5570.24
3679,5725.29,5479.1
3680,5755.06,5622.69
3681,5805.13,5555.51
3682,5849.25,5743.96
3683,5800.12,5597.12
3684,5784.46,5564.65
3685,5749.75,5519.76
3686,5723.88,5466.31
3687,5702.7,5611.46
3688,5737.49,5588.32
3689,5688.15,5631.27
3690,5683.6,5467.62
3691,5648.36,5484.56
3692,5689.03,5524.05
3693,5657.74,5584.19
3694,5700.17,5500.66
3695,5734.37,5585.28
3696,5701.11,5421.76
3697,5702.82,5583.06
3698,5745.02,5543.94
3699,5784.66,5634.26
3700,5797.96,5571.84
3701,5848.98,5714.45
3702,5855.41,5656.33
3703,5836.67,5725.77
3704,5864.1,5764.41
3705,5908.67,5701.87
3706,5929.94,5639.37
3707,5920.45,5683.63
3708,5873.68,5662.23
3709,5893.06,5722.16
3710,5911.33,5633.5
3711,5863.45,5675.82
3712,5854.07,5736.99
3713,5883.34,5618.59
3714,5867.45,5761.84
3715,5846.91,5718.28
3716,5811.24,5631.09
3717,5787.41,5567.49
3718,5826.19,5657.23
3719,5783.66,5650.64
3720,5729.29,5614.7
3721,5703.51,5521.0
3722,5674.42,5453.12
3723,5686.34,5544.18
3724,5632.32,5570.36
3725,5676.82,5398.66
3726,5710.31,5527.58
3727,5754.85,5599.47
3728,5705.36,5636.9
3729,5652.87,5392.84
3730,5599.73,5437.34
3731,5597.49,5507.93
3732,5609.8,5385.41
3733,5626.63,5446.58
3734,5658.14,5556.29
3735,5656.44,5503.72
3736,5672.84,5474.29
3737,5697.23,5560.5
3738,5672.73,5598.98
3739,5628.48,5487.77
3740,5676.32,5420.89
3741,5653.61,5495.31
3742,5700.53,5426.9
3743,5729.6,5603.55
3744,5707.83,5519.47
3745,5711.25,5465.67
3746,5727.81,5555.98
3747,5681.99,5500.17
3748,5715.51,5658.35
3749,5712.08,5517.87
3750,5689.23,5495.8
3751,5745.55,5642.13
3752,5791.51,5710.43
3753,5782.24,5516.26
3754,5782.24,5591.43
3755,5741.76,5678.6
3756,5716.5,5464.97
3757,5699.92,5625.82
3758,5693.08,5619.07
3759,5699.34,5442.87
3760,5718.15,5643.81
3761,5688.42,5455.19
3762,5677.04,5546.47
3763,5688.96,5455.71
3764,5736.18,5535.41
3765,5764.86,5493.91
3766,5722.2,5630.64
3767,5757.68,5659.8
3768,5731.77,5519.69
3769,5684.2,5576.2
3770,5694.43,5517.9
3771,5702.4,5462.9
3772,5732.62,5543.44
3773,5697.08,5514.77
3774,5742.66,5656.52
3775,5692.12,5578.28
3776,5696.67,5548.56
3777,5651.1,5577.64
3778,5635.28,5483.13
3779,5668.53,5430.45
3780,5671.36,5557.93
3781,5645.84,5403.07
3782,5696.09,5456.85
3783,5671.6,5410.71
3784,5684.08,5541.98
3785,5728.42,5550.84
3786,5748.47,5616.26
3787,5782.96,5678.87
3788,5810.14,5566.11
3789,5789.22,5667.65
3790,5844.22,5598.76
3791,5882.21,5711.63
3792,5838.09,5680.46
3793,5855.02,5638.38
3794,5850.92,5769.01
3795,5849.75,5563.11
3796,5840.39,5682.7
3797,5849.73,5580.64
3798,5817.56,5707.03
3799,5816.98,5572.67
3800,5801.86,5720.63
3801,5747.32,5586.4
3802,5759.96,5656.28
3803,5776.09,5614.36
3804,5737.97,5657.64
3805,5723.05,5562.8
3806,5727.63,5550.07
3807,5699.56,5528.57
3808,5718.37,5581.13
3809,5728.66,5631.27
3810,5711.47,5488.72
3811,5661.21,5474.39
3812,5683.29,5450.28
3813,5692.38,5441.92
3814,5716.29,5647.69
3815,5684.28,5428.49
3816,5632.55,5395.98
3817,5634.8,5544.64
3818,5586.34,5362.89
3819,5537.74,5271.93
3820,5551.03,5428.91
3821,5599.88,5471.08
3822,5593.72,5381.16
3823,5641.83,5404.87
3824,5687.53,5551.03
3825,5719.95,5473.99
3826,5708.51,5457.34
3827,5724.49,5575.65
3828,5750.82,5653.06
3829,5761.17,5674.75
3830,5816.48,5578.0
3831,5835.09,5625.03
3832,5780.82,5630.52
3833,5757.12,5486.54
3834,5764.03,5683.33
3835,5755.96,5669.62
3836,5812.94,5626.93
3837,5767.02,5588.24
3838,5724.34,5638.47
3839,5724.91,5444.39
3840,5696.86,5508.86
3841,5666.1,5586.77
3842,5612.27,5354.11
3843,5566.81,5305.17
3844,5574.6,5440.81
3845,5585.75,5446.11
3846,5595.8,5472.69
3847,5574.54,5362.71
3848,5609.1,5547.4
3849,5593.96,5331.04
3850,5544.17,5333.49
3851,5489.84,5286.72
3852,5512.35,5242.24
3853,5543.22,5437.9
3854,5504.97,5378.36
3855,5497.81,5409.85
3856,5486.26,5233.89
3857,5508.75,5349.0
3858,5546.21,5396.46
3859,5563.4,5502.2
3860,5597.89,5407.56
3861,5629.8,5567.87
3862,5664.7,5426.78
3863,5616.55,5352.57
3864,5571.06,5398.36
3865,5583.87,5438.69
3866,5577.73,5516.37
3867,5543.15,5426.74
3868,5589.71,5533.81
3869,5610.95,5364.07
3870,5608.14,5529.63
3871,5586.27,5318.13
3872,5584.59,5484.07
3873,5609.16,5362.36
3874,5630.47,5517.86
3875,5625.97,5462.82
3876,5616.97,5352.97
3877,5599.0,5324.65
3878,5579.4,5328.33
3879,5574.38,5301.24
3880,5557.1,5351.49
3881,5547.65,5447.79
3882,5585.93,5502.14
3883,5576.99,5515.64
3884,5609.89,5335.01
3885,5606.52,5359.83
3886,5561.67,5500.49
3887,5616.17,5492.61
3888,5624.59,5388.36
3889,5678.02,5507.68
3890,5650.77,5458.64
3891,5661.51,5457.7
3892,5651.32,5526.99
3893,5699.92,5625.82
3894,5648.05,5393.89
3895,5650.31,5588.16
3896,5666.13,5530.14
3897,5653.66,5387.94
3898,5633.87,5363.44
3899,5583.17,5488.26
3900,5569.77,5307.99
3901,5539.69,5417.82
3902,5590.1,5472.71
3903,5591.22,5529.72
3904,5646.01,5459.69
3905,5678.19,5553.27
3906,5686.14,5572.42
3907,5645.77,5544.15
3908,5650.29,5497.73
3909,5654.25,5473.31
3910,5672.91,5616.18
3911,5674.61,5521.4
3912,5643.4,5366.87
3913,5676.13,5556.93
3914,5651.72,5493.47
3915,5598.59,5430.63
3916,5557.16,5407.12
3917,5558.27,5469.34
3918,5504.35,5234.64
3919,5451.51,5244.35
3920,5446.06,5244.56
3921,5407.94,5245.7
3922,5367.38,5179.52
3923,5377.04,5280.25
3924,5414.68,5328.05
3925,5437.42,5285.17
3926,5443.4,5258.32
3927,5414.55,5344.16
3928,5379.9,5170.08
3929,5395.5,5287.59
3930,5424.1,5190.86
3931,5375.83,5279.07
3932,5414.54,5322.49
3933,5441.61,5240.27
3934,5486.23,5392.96
3935,5448.38,5295.83
3936,5423.32,5157.58
3937,5373.43,5287.46
3938,5355.16,5242.7
3939,5310.18,5108.39
3940,5356.91,5147.99
3941,5405.12,5307.83
3942,5394.31,5302.61
3943,5368.42,5159.05
3944,5329.77,5185.87
3945,5361.75,5163.37
3946,5366.04,5172.86
3947,5331.7,5091.77
3948,5377.02,5210.33
3949,5343.14,5140.1
3950,5307.34,5148.12
3951,5273.9,5205.34
3952,5243.31,5033.58
3953,5284.73,5221.31
3954,5254.08,5028.15
3955,5254.08,5106.97
3956,5291.38,5053.27
3957,5242.17,5147.81
3958,5289.35,5162.41
3959,5237.51,5111.81
3960,5246.94,5162.99
3961,5236.45,5089.83
3962,5276.77,5028.76
3963,5225.59,5094.95
3964,5246.49,5194.03
3965,5264.85,5091.11
3966,5263.27,5184.32
3967,5292.22,5175.79
3968,5300.16,5220.66
3969,5342.56,5273.11
3970,5363.93,5256.65
3971,5393.97,5242.94
3972,5432.27,5214.98
3973,5413.8,5348.83
3974,5444.12,5182.8
3975,5396.21,5272.1
3976,5429.67,5217.91
3977,5426.96,5361.84
3978,5438.36,5248.02
3979,5474.8,5365.3
3980,5519.69,5343.06
3981,5563.85,5463.7
3982,5601.68,5428.03
3983,5554.63,5454.65
3984,5540.19,5285.34
3985,5566.23,5466.04
3986,5594.06,5498.96
3987,5552.1,5474.37
3988,5579.86,5334.35
3989,5532.99,5433.4
3990,5535.76,5358.62
3991,5514.72,5354.79
3992,5539.54,5279.18
3993,5505.19,5417.11
3994,5499.13,5317.66
3995,5466.14,5198.3
3996,5473.25,5248.85
3997,5523.6,5451.79
3998,5560.61,5371.55
3999,5579.52,5490.25
4000,5547.16,5341.92
4001,5549.38,5310.76
4002,5539.95,5323.89
4003,5563.22,5396.32
4004,5592.15,5390.83
4005,5617.87,5483.04
4006,5606.07,5437.89
4007,5637.46,5473.97
4008,5657.75,5595.51
4009,5703.01,5452.08
4010,5669.93,5392.1
4011,5675.03,5618.28
4012,5703.97,5572.78
4013,5727.36,5544.08
4014,5735.95,5477.83
4015,5714.15,5634.15
4016,5731.29,5576.55
4017,5679.14,5480.37
4018,5683.12,5467.16
4019,5705.28,5477.07
4020,5754.92,5495.95
4021,5755.5,5617.37
4022,5715.21,5566.61
4023,5746.07,5556.45
4024,5717.91,5443.45
4025,5721.91,5441.54
4026,5689.87,5598.83
4027,5683.61,5621.09
4028,5669.97,5511.21
4029,5694.92,5615.19
4030,5676.13,5426.38
4031,5663.64,5459.75
4032,5630.22,5568.29
4033,5674.14,5464.2
4034,5619.1,5405.57
4035,5628.65,5476.68
4036,5665.8,5427.84
4037,5647.67,5591.19
4038,5634.68,5414.93
4039,5666.23,5564.24
4040,5675.3,5595.85
4041,5641.82,5461.28
4042,5678.49,5542.21
4043,5697.8,5526.87
4044,5684.13,5490.87
4045,5725.62,5553.85
4046,5701.0,5455.86
4047,5705.56,5551.51
4048,5655.35,5406.51
4049,5610.11,5335.21
4050,5568.6,5412.68
4051,5604.24,5452.93
4052,5579.02,5394.91
4053,5586.27,5334.89
4054,5623.7,5494.35
4055,5568.59,5485.06
4056,5623.16,5561.31
4057,5591.67,5446.29
4058,5573.78,5484.6
4059,5591.06,5389.78
4060,5542.98,5398.86
4061,5536.33,5337.02
4062,5486.5,5382.26
4063,5456.32,5216.24
4064,5430.68,5349.22
4065,5438.28,5378.46
4066,5479.61,5320.7
4067,5524.54,5281.46
4068,5528.41,5401.26
4069,5479.21,5320.31
4070,5498.94,5388.96
4071,5463.75,5217.88
4072,5482.87,5400.63
4073,5523.44,5451.64
4074,5493.61,5383.74
4075,5478.23,5313.88
4076,5443.17,5285.32
4077,5451.33,5347.75
4078,5448.06,5235.59
4079,5403.93,5295.85
4080,5402.31,5137.6
4081,5427.16,5215.5
4082,5376.69,5285.29
4083,5387.98,5183.24
4084,5413.3,5272.55
4085,5423.59,5222.92
4086,5420.34,5181.85
4087,5457.74,5212.14
4088,5457.19,5227.99
4089,5410.26,5177.62
4090,5402.69,5327.05
4091,5352.99,5251.28
4092,5388.32,5291.33
4093,5410.95,5264.85
4094,5428.81,5336.52
4095,5460.3,5356.55
4096,5511.08,5263.08
4097,5550.76,5350.93
4098,5552.43,5313.68
4099,5572.42,5304.94
4100,5527.84,5290.14
4101,5512.36,5258.79
4102,5509.6,5437.98
4103,5525.03,5298.5
4104,5570.34,5464.5
4105,5564.77,5336.61
4106,5610.4,5397.2
4107,5645.18,5492.76
4108,5654.78,5389.01
4109,5672.31,5609.91
4110,5622.96,5403.66
4111,5595.97,5450.47
4112,5587.02,5408.24
4113,5552.38,5413.57
4114,5604.57,5357.97
4115,5554.13,5354.18
4116,5608.56,5389.83
4117,5651.75,5589.58
4118,5667.01,5394.99
4119,5685.14,5497.53
4120,5639.09,5543.23
4121,5657.7,5386.13
4122,5648.08,5450.4
4123,5667.85,5548.83
4124,5658.21,5590.31
4125,5625.96,5541.57
4126,5651.84,5516.2
4127,5599.84,5543.84
4128,5558.4,5497.26
4129,5544.5,5300.54
4130,5497.37,5392.92
4131,5484.18,5374.5
4132,5474.31,5293.66
4133,5527.41,5472.14
4134,5563.89,5396.97
4135,5562.78,5323.58
4136,5534.97,5263.76
4137,5580.91,5374.42
4138,5636.16,5371.26
4139,5649.12,5406.21
4140,5634.43,5482.3
4141,5579.78,5423.55
4142,5585.92,5356.9
4143,5583.69,5360.34
4144,5544.6,5295.09
4145,5549.04,5321.53
4146,5499.1,5339.63
4147,5528.8,5373.99
4148,5545.39,5323.57
4149,5525.98,5371.25
4150,5544.77,5411.7
4151,5513.72,5370.36
4152,5486.7,5272.72
4153,5455.43,5308.13
4154,5403.6,5241.49
4155,5403.06,5197.74
4156,5391.17,5234.83
4157,5343.73,5092.57
4158,5378.46,5195.59
4159,5371.47,5221.07
4160,5370.93,5252.77
4161,5392.41,5333.09
4162,5430.16,5332.42
4163,5454.6,5187.32
4164,5447.51,5289.53
4165,5480.74,5266.99
4166,5482.38,5405.63
4167,5513.08,5253.97
4168,5566.01,5499.22
4169,5591.06,5496.01
4170,5538.5,5483.11
4171,5498.07,5322.13
4172,5479.38,5298.56
4173,5487.05,5371.82
4174,5532.04,5266.5
4175,5586.81,5419.21
4176,5638.77,5413.22
4177,5626.93,5458.12
4178,5608.92,5513.57
4179,5641.45,5387.58
4180,5684.89,5429.07
4181,5642.25,5540.69
4182,5691.9,5566.68
4183,5676.53,5460.82
4184,5682.21,5471.97
4185,5635.62,5528.54
4186,5636.18,5433.28
4187,5583.2,5421.29
4188,5530.72,5326.08
4189,5479.84,5353.8
4190,5436.55,5316.95
4191,5404.47,5231.53
4192,5448.25,5213.98
4193,5478.76,5254.13
4194,5449.72,5389.77
4195,5495.5,5341.63
4196,5453.18,5202.33
4197,5487.54,5246.09
4198,5499.06,5268.1
4199,5469.37,5403.74
4200,5419.6,5294.95
4201,5382.75,5188.97
4202,5427.97,5324.84
4203,5463.25,5326.67
4204,5440.85,5201.45
4205,5474.58,5206.33
4206,5503.05,5376.48
4207,5451.32,5189.66
4208,5436.06,5359.96
4209,5428.99,5228.12
4210,5424.65,5305.31
4211,5444.72,5308.6
4212,5461.05,5351.83
4213,5491.63,5376.31
4214,5479.0,5248.88
4215,5460.37,5356.62
4216,5436.34,5273.25
4217,5398.29,5284.93
4218,5396.67,5283.34
4219,5435.53,5223.54
4220,5437.16,5322.98
4221,5392.03,5203.31
4222,5401.2,5336.39
4223,5414.7,5273.92
4224,5413.62,5153.77
4225,5455.85,5335.82
4226,5406.2,5173.73
4227,5415.39,5193.36
4228,5427.85,5254.16
4229,5387.68,5215.27
4230,5400.07,5308.27
4231,5419.51,5208.15
4232,5416.8,5173.04
4233,5424.38,5169.43
4234,5453.13,5311.35
4235,5480.4,5392.71
4236,5467.25,5243.09
4237,5497.87,5266.96
4238,5518.21,5457.51
4239,5485.65,5304.62
4240,5483.46,5291.54
4241,5528.42,5279.64
4242,5554.4,5398.88
4243,5523.85,5440.99
4244,5484.08,5352.46
4245,5512.6,5270.05
4246,5526.93,5267.16
4247,5576.12,5503.63
4248,5576.68,5437.26
4249,5579.47,5445.56
4250,5561.62,5433.7
4251,5516.01,5405.69
4252,5464.71,5306.23
4253,5476.19,5284.52
4254,5422.52,5183.93
4255,5422.52,5324.91
4256,5412.22,5358.1
4257,5430.62,5229.69
4258,5387.18,5317.15
4259,5424.35,5342.98
4260,5457.44,5222.77
4261,5426.88,5312.92
4262,5374.24,5121.65
4263,5409.71,5209.55
4264,5382.66,5269.62
4265,5374.59,5293.97
4266,5397.7,5133.21
4267,5409.04,5284.63
4268,5455.02,5389.56
4269,5443.02,5388.59
4270,5459.89,5263.33
4271,5458.25,5299.96
4272,5444.6,5281.26
4273,5492.51,5388.15
4274,5450.22,5232.21
4275,5443.13,5209.08
4276,5488.31,5334.64
4277,5466.91,5209.97
4278,5491.51,5249.88
4279,5499.75,5296.26
4280,5540.45,5451.8
4281,5558.73,5325.26
4282,5609.87,5430.35
4283,5656.99,5555.16
4284,5617.39,5549.98
4285,5660.08,5597.82
4286,5714.98,5434.95
4287,5706.98,5649.91
4288,5652.76,5398.39
4289,5606.41,5342.91
4290,5601.92,5473.08
4291,5558.79,5447.61
4292,5538.78,5422.47
4293,5545.98,5473.88
4294,5585.91,5312.2
4295,5600.43,5432.42
4296,5568.51,5317.93
4297,5602.48,5383.98
4298,5653.46,5563.0
4299,5643.28,5417.55
4300,5638.2,5361.93
4301,5694.02,5580.14
4302,5714.52,5600.23
4303,5721.95,5613.23
4304,5691.62,5634.7
4305,5639.26,5413.69
4306,5657.31,5583.76
4307,5676.54,5449.48
4308,5683.35,5444.65
4309,5657.77,5476.72
4310,5690.02,5547.77
4311,5703.11,5492.09
4312,5732.77,5526.39
4313,5786.08,5670.36
4314,5734.58,5465.05
4315,5685.84,5481.15
4316,5660.25,5530.06
4317,5695.34,5592.82
4318,5717.55,5620.35
4319,5679.24,5588.37
4320,5641.76,5506.36
4321,5693.66,5482.99
4322,5642.99,5507.56
4323,5652.58,5403.87
4324,5686.5,5595.52
4325,5702.42,5514.24
4326,5697.29,5532.07
4327,5667.66,5440.95
4328,5624.02,5382.19
4329,5643.7,5491.32
4330,5604.19,5447.27
4331,5586.26,5496.88
4332,5577.88,5382.65
4333,5596.29,5461.98
4334,5544.24,5311.38
4335,5529.82,5325.22
4336,5563.0,5323.79
4337,5615.85,5452.99
4338,5593.95,5364.6
4339,5571.01,5359.31
4340,5626.16,5417.99
4341,5613.78,5501.5
4342,5651.95,5442.83
4343,5665.51,5518.21
4344,5667.78,5390.06
4345,5625.84,5457.06
4346,5667.47,5389.76
4347,5703.18,5469.35
4348,5735.69,5678.33
4349,5686.94,5613.01
4350,5681.25,5408.55
4351,5638.64,5463.84
4352,5611.57,5555.45
4353,5588.56,5443.26
4354,5585.77,5328.82
4355,5581.3,5413.86
4356,5535.53,5291.97
4357,5588.67,5320.41
4358,5564.08,5369.34
4359,5602.47,5440.0
4360,5637.77,5423.53
4361,5605.07,5464.94
4362,5569.2,5496.8
4363,5522.42,5411.97
4364,5548.93,5315.87
4365,5505.09,5268.37
4366,5478.12,5379.51
4367,5486.88,5261.92
4368,5485.78,5376.06
4369,5476.45,5273.82
4370,5501.64,5243.06
4371,5491.74,5305.02
4372,5502.72,5398.17
4373,5540.69,5341.23
4374,5580.03,5418.21
4375,5587.28,5347.03
4376,5593.43,5403.25
4377,5614.69,5502.4
4378,5583.81,5449.8
4379,5558.12,5502.54
4380,5526.44,5266.7
4381,5548.55,5448.68
4382,5533.57,5356.5
4383,5525.82,5387.67
4384,5558.97,5358.85
4385,5543.96,5294.48
4386,5512.36,5269.82
4387,5517.32,5434.56
4388,5469.87,5256.55
4389,5519.65,5320.94
4390,5489.84,5226.33
4391,5473.37,5309.17
4392,5434.51,5352.99
4393,5405.71,5265.16
4394,5374.36,5277.62
4395,5357.16,5212.52
4396,5318.05,5206.37
4397,5298.91,5208.83
4398,5279.3,5105.08
4399,5293.55,5087.1
4400,5295.14,5194.53
4401,5336.97,5123.49
4402,5340.17,5169.28
4403,5386.1,5224.52
4404,5376.41,5134.47
4405,5369.96,5208.86
4406,5421.51,5161.28
4407,5392.23,5338.31
4408,5425.66,5279.17
4409,5383.34,5302.59
4410,5340.27,5142.68
4411,5388.87,5211.04
4412,5428.75,5189.89
4413,5446.66,5294.15
4414,5440.67,5293.77
4415,5394.97,5136.01
4416,5435.43,5179.96
4417,5487.07,5333.43
4418,5505.73,5439.66
4419,5480.4,5239.26
4420,5466.15,5406.02
4421,5439.37,5303.39
4422,5403.47,5327.82
4423,5387.26,5241.8
4424,5360.86,5301.89
4425,5350.14,5285.94
4426,5393.48,5204.71
4427,5391.86,5240.89
4428,5355.73,5162.92
4429,5406.07,5179.02
4430,5421.75,5302.47
4431,5407.11,5212.45
4432,5418.46,5196.3
4433,5422.79,5232.99
4434,5448.28,5230.35
4435,5486.96,5333.33
4436,5533.6,5378.66
4437,5494.86,5324.52
4438,5444.31,5291.87
4439,5395.86,5336.51
4440,5361.33,5184.41
4441,5385.46,5153.89
4442,5425.85,5159.98
4443,5384.61,5282.3
4444,5389.99,5287.58
4445,5345.79,5105.23
4446,5380.54,5256.79
4447,5377.85,5141.22
4448,5404.2,5177.22
4449,5380.42,5159.82
4450,5347.6,5176.48
4451,5343.32,5172.33
4452,5381.26,5257.49
4453,5366.19,5242.77
4454,5382.83,5248.26
4455,5350.53,5131.16
4456,5400.82,5260.4
4457,5361.93,5099.2
4458,5379.09,5223.1
4459,5339.82,5126.23
4460,5288.56,5040.0
4461,5237.79,5007.33
4462,5197.98,5026.45
4463,5216.69,5013.24
4464,5249.03,5154.55
4465,5225.93,5152.77
4466,5231.68,5142.74
4467,5266.21,5176.68
4468,5238.83,5034.52
4469,5266.07,5092.29
4470,5231.31,5121.45
4471,5278.91,5157.5
4472,5305.83,5130.74
4473,5294.16,5182.98
4474,5287.81,5081.59
4475,5238.63,4981.94
4476,5251.73,5094.18
